index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio,code_vulnerability,code_bugs
83,cpp-raytracer,2023-11-06 22:31:15,C++,,0,0,0,1,50,C++,2,generated by copilot,cpp-raytracer\9d682c14e9feb89a0be650e58bf2f0320a888917\Code\shape.h,cpp-raytracer\f6a327a874376f5c28d4218007ee60af75d61ef4\Code\shape.h,file,,6,"[1,14]",14,,,,,,,8,7,"[-2, -3, -4, -5, -6, -7, -8]","['f9bff1ebde30ffba707126305e2564c222114c11', '9cb83e3b495f135877665a0fce342bd89de60801', '70a8e0f88f739807e83e82ba1fca028c4704a151', 'af6638edf1b6240d382ac2680d28be5fd1911390', '28209104971d9f704ca00753056131d65132be3b', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce', 'f6a327a874376f5c28d4218007ee60af75d61ef4']","[[{'highest_ratio': 0.839344262295082, 'best_match_position': (1, 17)}], [{'highest_ratio': 0.7418899858956276, 'best_match_position': (1, 18)}], [{'highest_ratio': 0.5971563981042654, 'best_match_position': (1, 23)}], [{'highest_ratio': 0.49753208292201384, 'best_match_position': (1, 26)}], [{'highest_ratio': 0.42857142857142855, 'best_match_position': (1, 29)}], [{'highest_ratio': 0.38059135708870356, 'best_match_position': (1, 34)}], [{'highest_ratio': 0.3347107438016529, 'best_match_position': (1, 38)}]]",7,"[-2, -3, -4, -5, -6, -7, -8]","['f9bff1ebde30ffba707126305e2564c222114c11', '9cb83e3b495f135877665a0fce342bd89de60801', '70a8e0f88f739807e83e82ba1fca028c4704a151', 'af6638edf1b6240d382ac2680d28be5fd1911390', '28209104971d9f704ca00753056131d65132be3b', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce', 'f6a327a874376f5c28d4218007ee60af75d61ef4']","[[{'highest_ratio': 0.839344262295082, 'best_match_position': (1, 17)}], [{'highest_ratio': 0.7418899858956276, 'best_match_position': (1, 18)}], [{'highest_ratio': 0.5971563981042654, 'best_match_position': (1, 23)}], [{'highest_ratio': 0.49753208292201384, 'best_match_position': (1, 26)}], [{'highest_ratio': 0.42857142857142855, 'best_match_position': (1, 29)}], [{'highest_ratio': 0.38059135708870356, 'best_match_position': (1, 34)}], [{'highest_ratio': 0.3347107438016529, 'best_match_position': (1, 38)}]]",1,[-5],['af6638edf1b6240d382ac2680d28be5fd1911390'],"[[{'highest_ratio': 0.49753208292201384, 'best_match_position': (1, 26)}]]",250,149,69,36,4,6,12.4,21,0,0,0,0.0,0,0,74,478,10.7,40,6,1.11,0.17,14,4,0,0,1,1,33.3,2,0,0,0,0.0,5,21,17.5,0,0,0.0,0.0,,,,0,0
87,OneClickAppInstaller,2023-12-11 20:11:40,C++,,1,0,0,1,120,C++,173,generated by copilot,OneClickAppInstaller\7fec61621eb8aca6311b917d55b4230478a55d79\header.hpp,,statement,,2,"[173,173]",1,,,,,,,7,0,[],[],[],0,[],[],[],0,[],[],[],758,671,601,7,1,3,7.4,54,62,2,1,8.2,0,0,58,1066,5.3,141,221,20.14,31.57,2,1,0,0,0,1,50.0,1,0,0,0,0.0,3,10,33.3,0,0,0.0,0.0,,,,0,0
88,ExampleLibraryConversion,2024-02-29 03:30:14,C++,,0,0,0,1,2,C++,106,generated by copilot,ExampleLibraryConversion\54b4034c718a0b0802da055fc832f9fb80f43326\ExampleLibraryConversion.cpp,,statement,,0,"[108,125]",18,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],80838,42780,48249,5036,566,179,22.5,12411,43942,111,94,54.4,0,0,6588,72846,5.7,10244,8240,2.03,1.64,19,14,0,0,0,1,0.0,0,0,0,0,0.0,12,15,3.6,0,0,0.0,0.0,,,,0,0
89,CFXS-Build,2023-12-25 22:13:29,C++,,1,0,1,1,101,C++,82,generated by copilot,CFXS-Build\77d057f617fde10d2203bd1d8d5f085bbc9fbd83\src\Core\Component.cpp,,statement,,29,"[83,96]",14,,,,,,,35,0,[],[],[],0,[],[],[],0,[],[],[],4710,2893,2032,172,18,31,12.6,416,40,2,1,0.8,0,0,549,5474,6.3,728,691,4.23,4.02,15,14,2,1,0,1,0.0,0,0,0,0,0.0,10,19,4.5,5,0,5.0,0.0,,,,0,0
90,VCPP-2,2024-02-24 14:38:00,C++,,0,0,0,1,81,C++,126,generated by copilot,VCPP-2\52f53859c27f07ccea85d3e40e7811b7e6f319fa\VCPP\chketype.cpp,,statement,,17,"[125,141]",17,,,,,,,2,0,[],[],[],0,[],[],[],0,[],[],[],8169,6215,4916,407,58,38,6.2,408,86,6,2,1.1,0,0,3513,26456,14.2,1883,2292,4.63,5.63,18,16,0,0,0,1,5.9,1,0,0,0,0.0,11,15,3.1,8,0,8.0,0.0,,,,0,0
91,robomas_plugins,2024-03-01 14:36:30,C++,2,1,1,1,2,12,C++,443,generated by copilot,robomas_plugins\3f8e390e99c0f58307f56eb911ce0eb231ea4250\src\robomas_bridge.cpp,,statement,,3,"[445,465]",21,,,,,,,9,0,[],[],[],0,[],[],[],0,[],[],[],823,552,312,38,3,6,17.0,113,0,0,0,0.0,0,0,74,887,5.4,91,60,2.39,1.58,22,21,0,0,0,1,0.0,0,0,0,0,0.0,15,19,3.0,6,0,6.0,0.0,,,,0,0
92,LEDLights,2023-09-25 04:29:01,C++,,0,0,0,1,15,C++,238,generated by copilot,LEDLights\e40b34806011954b652cf2b96c3fa771a0277b3d\LedBuildingBlocks.cpp,LEDLights\a70b12e973b875b03624a9d68210c92f101ae5ce\LedBuildingBlocks.cpp,statement,,4,"[239,248]",10,,,,,,,4,1,[-4],['a70b12e973b875b03624a9d68210c92f101ae5ce'],"[[{'highest_ratio': 0.46153846153846156, 'best_match_position': (250, 259)}]]",1,[-4],['a70b12e973b875b03624a9d68210c92f101ae5ce'],"[[{'highest_ratio': 0.46153846153846156, 'best_match_position': (250, 259)}]]",0,[],[],[],1377,1012,523,99,21,17,11.5,132,26,2,1,1.9,0,0,308,2898,9.5,178,118,1.8,1.19,11,10,0,0,0,1,0.0,0,0,0,0,0.0,6,13,4.3,2,0,2.0,0.0,,,,0,0
93,SungToolsCpp,2023-11-03 08:38:22,C++,,0,0,0,1,148,C++,346,generated by copilot,SungToolsCpp\18e0136c295c22443c3e74879272ab27c1d32339\source\general\include\sung\general\linalg.hpp,,method,,16,"[348,368]",21,,,,,,,7,0,[],[],[],0,[],[],[],0,[],[],[],2791,1900,884,361,26,25,6.6,134,32,2,1,1.1,0,0,657,6046,10.6,458,94,1.27,0.26,22,17,15,1,0,1,0.0,0,0,0,0,0.0,4,38,7.5,2,1,2.0,1.0,,,,0,0
94,GithubGeneratedCode,2024-01-22 19:53:15,Makefile,,0,0,0,1,2,C++,66,generated by copilot,GithubGeneratedCode\a05eb9908a1a4a234131c3b30563a856a09c31c8\GithubBowling.cpp,,statement,,1,"[66,66]",1,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],1034,169,126,16,1,4,39.0,108,0,0,0,0.0,0,0,30,294,5.8,40,57,2.5,3.56,2,1,0,0,0,1,50.0,1,0,0,0,0.0,2,5,16.7,0,0,0.0,0.0,,,,0,0
95,can_plugins2_plus,2024-01-03 09:42:36,C++,,0,0,0,1,2,C++,383,generated by copilot,can_plugins2_plus\6f5a71eb355a86da5d8191c0a1f77543596bd313\src\buffered_slcan_bridge.cpp,,statement,,1,"[385,405]",21,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],1098,754,412,42,4,7,15.5,138,102,4,2,9.3,0,0,87,1108,4.9,116,81,2.76,1.93,22,21,0,0,0,1,0.0,0,0,0,0,0.0,15,19,3.0,6,0,6.0,0.0,,,,0,0
96,robomas_second_plugins,2024-04-12 16:44:38,C++,,0,0,0,1,3,C++,457,generated by copilot,robomas_second_plugins\91be214d9ae039bb8d553ced21affb9ed6e3a3d6\src\robomas_second_bridge.cpp,,statement,,0,"[459,479]",21,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],736,483,291,32,1,4,19.0,113,0,0,0,0.0,0,0,61,766,5.3,83,56,2.59,1.75,22,21,0,0,0,1,0.0,0,0,0,0,0.0,15,19,3.0,6,0,6.0,0.0,,,,0,0
97,cpp-raytracer,2023-11-06 22:31:15,C++,,0,0,0,1,50,C++,68,generated by copilot,cpp-raytracer\5971ddbef0e1de533494b6eca8fd1b7a44eac1b6\Code\image.h,cpp-raytracer\84fcadd8937133a552488c04918207f01480e007\Code\image.h,method,,6,"[73,82]",10,,,,,,,6,4,"[-3, -4, -5, -6]","['982ac006b011af2cdcf7d1573d48b0e2f9f99ac8', '030d8d80faa8d968df1aec77f1e3d6196ffa268d', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce', '84fcadd8937133a552488c04918207f01480e007']","[[{'highest_ratio': 0.9703196347031964, 'best_match_position': (104, 113)}], [{'highest_ratio': 0.9703196347031964, 'best_match_position': (94, 103)}], [{'highest_ratio': 0.7583046964490263, 'best_match_position': (94, 103)}], [{'highest_ratio': 0.7653179190751445, 'best_match_position': (94, 103)}]]",3,"[-3, -5, -6]","['982ac006b011af2cdcf7d1573d48b0e2f9f99ac8', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce', '84fcadd8937133a552488c04918207f01480e007']","[[{'highest_ratio': 0.9703196347031964, 'best_match_position': (104, 113)}], [{'highest_ratio': 0.7583046964490263, 'best_match_position': (94, 103)}], [{'highest_ratio': 0.7653179190751445, 'best_match_position': (94, 103)}]]",0,[],[],[],25642,14624,7944,956,170,15,21.3,3948,692,22,1,2.7,0,0,1653,17807,4.1,3970,2021,4.15,2.11,11,9,7,1,0,1,10.0,1,0,0,0,0.0,3,17,6.3,2,1,2.0,1.0,,,,0,0
98,cpp-raytracer,2023-11-06 22:31:15,C++,,0,0,0,1,50,C++,25,generated by copilot,cpp-raytracer\29e7d176b2ff54befc6bd820f3ec9124fe9fd87a\Code\camera.h,cpp-raytracer\ebd151ea4125aeb1b665b2dc736cfadfa589bdab\Code\camera.h,method,,6,"[17,48]",32,,,,,,,5,4,"[-2, -3, -4, -5]","['f9bff1ebde30ffba707126305e2564c222114c11', 'a9b864bb6af1d78a1bc23a948eaed7f35d5cbcf7', 'ebd151ea4125aeb1b665b2dc736cfadfa589bdab', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce']","[[{'highest_ratio': 0.690928552314691, 'best_match_position': (29, 60)}], [{'highest_ratio': 0.5405682109035065, 'best_match_position': (33, 64)}], [{'highest_ratio': 0.6754807692307693, 'best_match_position': (22, 53)}], [{'highest_ratio': 0.6754807692307693, 'best_match_position': (22, 53)}]]",3,"[-2, -3, -4]","['f9bff1ebde30ffba707126305e2564c222114c11', 'a9b864bb6af1d78a1bc23a948eaed7f35d5cbcf7', 'ebd151ea4125aeb1b665b2dc736cfadfa589bdab']","[[{'highest_ratio': 0.690928552314691, 'best_match_position': (29, 60)}], [{'highest_ratio': 0.5405682109035065, 'best_match_position': (33, 64)}], [{'highest_ratio': 0.6754807692307693, 'best_match_position': (22, 53)}]]",1,[-4],['ebd151ea4125aeb1b665b2dc736cfadfa589bdab'],"[[{'highest_ratio': 0.6754807692307693, 'best_match_position': (22, 53)}]]",553,314,167,54,7,10,18.4,71,0,0,0,0.0,0,0,123,804,8.5,77,25,1.43,0.46,33,17,14,1,0,1,32.0,8,0,0,0,0.0,3,14,2.7,1,0,1.0,0.0,,,,0,0
99,cpp-raytracer,2023-11-06 22:31:15,C++,,0,0,0,1,50,C++,36,generated by copilot,cpp-raytracer\a9b864bb6af1d78a1bc23a948eaed7f35d5cbcf7\Code\renderer.cpp,cpp-raytracer\71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce\Code\renderer.cpp,statement,,6,"[[37,48],[54,55],[64,73]]",24,,,,,,,25,23,"[-3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -20, -21, -22, -23, -24, -25]","['009e8bccbc91fd278e39ab9b9404a047669c6fee', '98ff2baba8ba470a45b05570e7572f6f4c40a4c7', '70a8e0f88f739807e83e82ba1fca028c4704a151', 'ba520edc4c342d139221fbedc706a174e49da5bb', 'c30dc427159db0d7f800592df09a2b6f44f06a64', 'b73ee71af3f482101a4a8b5a348e1cf03782f9b2', 'af6638edf1b6240d382ac2680d28be5fd1911390', 'ebd151ea4125aeb1b665b2dc736cfadfa589bdab', '46860d92f0238a4be9df0f13e95681642c153dfb', 'dc27fc6a39294b2ad28cefde0b090510975d5a56', '19060acf7ac00b2f52042896d53cd9a54488fdc5', '5971ddbef0e1de533494b6eca8fd1b7a44eac1b6', '982ac006b011af2cdcf7d1573d48b0e2f9f99ac8', '08cd493c450cdd293d67f7f23b3bba66b09705ab', 'a455cc2ff8918af0083c210122c19653ce2489fb', 'bd342433c0c379881df053838ef91b9f87310577', '164060536afc97ded606e5d02b38244d845a4d94', '030d8d80faa8d968df1aec77f1e3d6196ffa268d', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce', 'ff00cd057333d47a71465670a14d63f8a9ec7c84', '8886bc499c9fed359bc03a68a0dda3722b56a396', 'f6a327a874376f5c28d4218007ee60af75d61ef4', '84fcadd8937133a552488c04918207f01480e007']","[[{'highest_ratio': 0.9488054607508533, 'best_match_position': (28, 39)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (50, 51)}, {'highest_ratio': 1.0, 'best_match_position': (60, 69)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (28, 39)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (50, 51)}, {'highest_ratio': 0.694954128440367, 'best_match_position': (74, 83)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (90, 101)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (112, 113)}, {'highest_ratio': 0.694954128440367, 'best_match_position': (139, 148)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (101, 112)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (123, 124)}, {'highest_ratio': 0.694954128440367, 'best_match_position': (150, 159)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (107, 118)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (129, 130)}, {'highest_ratio': 0.694954128440367, 'best_match_position': (156, 165)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (123, 134)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (145, 146)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (181, 190)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (114, 125)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (136, 137)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (172, 181)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (103, 114)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (125, 126)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (161, 170)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (123, 134)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (145, 146)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (181, 190)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (136, 147)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (158, 159)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (194, 203)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (154, 165)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (176, 177)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (212, 221)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (157, 168)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (179, 180)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (215, 224)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (164, 175)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (186, 187)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (222, 231)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (164, 175)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (186, 187)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (222, 231)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (174, 185)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (196, 197)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (232, 241)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (207, 218)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (229, 230)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (265, 274)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (208, 219)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (230, 231)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (266, 275)}], [{'highest_ratio': 0.9488054607508533, 'best_match_position': (194, 205)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (216, 217)}, {'highest_ratio': 0.8227272727272728, 'best_match_position': (252, 261)}], [{'highest_ratio': 0.8698630136986302, 'best_match_position': (195, 206)}, {'highest_ratio': 0.973621103117506, 'best_match_position': (218, 219)}, {'highest_ratio': 0.8204545454545454, 'best_match_position': (254, 263)}], [{'highest_ratio': 0.8698630136986302, 'best_match_position': (202, 213)}, {'highest_ratio': 0.973621103117506, 'best_match_position': (225, 226)}, {'highest_ratio': 0.8204545454545454, 'best_match_position': (261, 270)}], [{'highest_ratio': 0.8698630136986302, 'best_match_position': (202, 213)}, {'highest_ratio': 0.973621103117506, 'best_match_position': (225, 226)}, {'highest_ratio': 0.8204545454545454, 'best_match_position': (261, 270)}], [{'highest_ratio': 0.8698630136986302, 'best_match_position': (202, 213)}, {'highest_ratio': 0.973621103117506, 'best_match_position': (225, 226)}, {'highest_ratio': 0.8204545454545454, 'best_match_position': (261, 270)}], [{'highest_ratio': 0.8698630136986302, 'best_match_position': (203, 214)}, {'highest_ratio': 0.973621103117506, 'best_match_position': (226, 227)}, {'highest_ratio': 0.8204545454545454, 'best_match_position': (262, 271)}]]",2,"[-3, -21]","['009e8bccbc91fd278e39ab9b9404a047669c6fee', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce']","[[{'highest_ratio': 0.9488054607508533, 'best_match_position': (28, 39)}, {'highest_ratio': 0.9784172661870504, 'best_match_position': (50, 51)}, {'highest_ratio': 1.0, 'best_match_position': (60, 69)}], [{'highest_ratio': 0.8698630136986302, 'best_match_position': (195, 206)}, {'highest_ratio': 0.973621103117506, 'best_match_position': (218, 219)}, {'highest_ratio': 0.8204545454545454, 'best_match_position': (254, 263)}]]",0,[],[],[],25273,14358,7739,918,167,12,21.5,3932,692,22,1,2.7,0,0,1567,17039,4.0,3900,1952,4.25,2.13,27,18,0,0,0,1,5.3,1,0,0,0,0.0,9,27,5.0,1,0,1.0,0.0,,,,0,0
100,cpp-raytracer,2023-11-06 22:31:15,C++,,0,0,0,1,50,C++,8,generated by copilot,cpp-raytracer\98ff2baba8ba470a45b05570e7572f6f4c40a4c7\Code\pointlight.h,cpp-raytracer\71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce\Code\pointlight.h,statement,,6,"[9,11]",3,,,,,,,3,2,"[-2, -3]","['a455cc2ff8918af0083c210122c19653ce2489fb', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce']","[[{'highest_ratio': 0.9852216748768473, 'best_match_position': (9, 11)}], [{'highest_ratio': 0.9359605911330049, 'best_match_position': (9, 11)}]]",2,"[-2, -3]","['a455cc2ff8918af0083c210122c19653ce2489fb', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce']","[[{'highest_ratio': 0.9852216748768473, 'best_match_position': (9, 11)}], [{'highest_ratio': 0.9359605911330049, 'best_match_position': (9, 11)}]]",0,[],[],[],25432,14470,7805,940,169,14,21.4,3938,692,22,1,2.7,0,0,1614,17414,4.0,3927,1967,4.18,2.09,4,3,2,3,0,1,0.0,0,0,0,0,0.0,8,46,51.1,3,0,1.0,0.0,,,,0,0
101,cpp-raytracer,2023-11-06 22:31:15,C++,,0,0,0,1,50,C++,14,generated by copilot,cpp-raytracer\98ff2baba8ba470a45b05570e7572f6f4c40a4c7\Code\material.h,cpp-raytracer\71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce\Code\material.h,statement,,6,"[15,27]",13,,,,,,,5,4,"[-2, -3, -4, -5]","['70a8e0f88f739807e83e82ba1fca028c4704a151', '19060acf7ac00b2f52042896d53cd9a54488fdc5', '28209104971d9f704ca00753056131d65132be3b', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce']","[[{'highest_ratio': 0.7636901825357671, 'best_match_position': (15, 27)}], [{'highest_ratio': 0.749869994799792, 'best_match_position': (15, 27)}], [{'highest_ratio': 0.6677231907025885, 'best_match_position': (22, 34)}], [{'highest_ratio': 0.46778285134449515, 'best_match_position': (12, 24)}]]",4,"[-2, -3, -4, -5]","['70a8e0f88f739807e83e82ba1fca028c4704a151', '19060acf7ac00b2f52042896d53cd9a54488fdc5', '28209104971d9f704ca00753056131d65132be3b', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce']","[[{'highest_ratio': 0.7636901825357671, 'best_match_position': (15, 27)}], [{'highest_ratio': 0.749869994799792, 'best_match_position': (15, 27)}], [{'highest_ratio': 0.6677231907025885, 'best_match_position': (22, 34)}], [{'highest_ratio': 0.46778285134449515, 'best_match_position': (12, 24)}]]",0,[],[],[],25432,14470,7805,940,169,14,21.4,3938,692,22,1,2.7,0,0,1614,17414,4.0,3927,1967,4.18,2.09,14,12,9,11,0,1,0.0,0,0,0,0,0.0,26,200,55.6,11,0,1.0,0.0,,,,0,0
102,cpp-raytracer,2023-11-06 22:31:15,C++,,0,0,0,1,50,C++,23,generated by copilot,cpp-raytracer\cd33860cc5526fe95d6d60bed9a61340550acbb6\Code\cylinder.h,cpp-raytracer\8886bc499c9fed359bc03a68a0dda3722b56a396\Code\cylinder.h,method,,6,"[24,51]",28,,,,,,,16,15,"[-2, -3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16]","['f9bff1ebde30ffba707126305e2564c222114c11', '992bcf195ce41764472e35b4895ea35ecf3df5d7', '9cb83e3b495f135877665a0fce342bd89de60801', '58d49623b6db066c98ff42bae7b865f8595aacc5', '202907b4986aede98512e37ba0d1c0855368dcd5', '98ff2baba8ba470a45b05570e7572f6f4c40a4c7', '70a8e0f88f739807e83e82ba1fca028c4704a151', 'ba520edc4c342d139221fbedc706a174e49da5bb', 'c30dc427159db0d7f800592df09a2b6f44f06a64', 'ebd151ea4125aeb1b665b2dc736cfadfa589bdab', '982ac006b011af2cdcf7d1573d48b0e2f9f99ac8', '08cd493c450cdd293d67f7f23b3bba66b09705ab', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce', '8886bc499c9fed359bc03a68a0dda3722b56a396', 'f6a327a874376f5c28d4218007ee60af75d61ef4']","[[{'highest_ratio': 0.9799607072691552, 'best_match_position': (26, 53)}], [{'highest_ratio': 0.8551136363636364, 'best_match_position': (24, 51)}], [{'highest_ratio': 0.8622927180966113, 'best_match_position': (24, 51)}], [{'highest_ratio': 0.8613611811307166, 'best_match_position': (24, 51)}], [{'highest_ratio': 0.8285302593659942, 'best_match_position': (27, 54)}], [{'highest_ratio': 0.8285302593659942, 'best_match_position': (30, 57)}], [{'highest_ratio': 0.8268602540834846, 'best_match_position': (31, 58)}], [{'highest_ratio': 0.8268602540834846, 'best_match_position': (31, 58)}], [{'highest_ratio': 0.8287053732419762, 'best_match_position': (33, 60)}], [{'highest_ratio': 0.729466718567536, 'best_match_position': (29, 56)}], [{'highest_ratio': 0.729466718567536, 'best_match_position': (29, 56)}], [{'highest_ratio': 0.729466718567536, 'best_match_position': (30, 57)}], [{'highest_ratio': 0.7115609186453873, 'best_match_position': (53, 80)}], [{'highest_ratio': 0.6809015421115066, 'best_match_position': (47, 74)}], [{'highest_ratio': 0.6809015421115066, 'best_match_position': (47, 74)}]]",10,"[-2, -3, -4, -5, -6, -8, -10, -11, -14, -15]","['f9bff1ebde30ffba707126305e2564c222114c11', '992bcf195ce41764472e35b4895ea35ecf3df5d7', '9cb83e3b495f135877665a0fce342bd89de60801', '58d49623b6db066c98ff42bae7b865f8595aacc5', '202907b4986aede98512e37ba0d1c0855368dcd5', '70a8e0f88f739807e83e82ba1fca028c4704a151', 'c30dc427159db0d7f800592df09a2b6f44f06a64', 'ebd151ea4125aeb1b665b2dc736cfadfa589bdab', '71982e9fedd84e66925ecc8c0cec1b89f7dcf1ce', '8886bc499c9fed359bc03a68a0dda3722b56a396']","[[{'highest_ratio': 0.9799607072691552, 'best_match_position': (26, 53)}], [{'highest_ratio': 0.8551136363636364, 'best_match_position': (24, 51)}], [{'highest_ratio': 0.8622927180966113, 'best_match_position': (24, 51)}], [{'highest_ratio': 0.8613611811307166, 'best_match_position': (24, 51)}], [{'highest_ratio': 0.8285302593659942, 'best_match_position': (27, 54)}], [{'highest_ratio': 0.8268602540834846, 'best_match_position': (31, 58)}], [{'highest_ratio': 0.8287053732419762, 'best_match_position': (33, 60)}], [{'highest_ratio': 0.729466718567536, 'best_match_position': (29, 56)}], [{'highest_ratio': 0.7115609186453873, 'best_match_position': (53, 80)}], [{'highest_ratio': 0.6809015421115066, 'best_match_position': (47, 74)}]]",3,"[-5, -10, -11]","['58d49623b6db066c98ff42bae7b865f8595aacc5', 'c30dc427159db0d7f800592df09a2b6f44f06a64', 'ebd151ea4125aeb1b665b2dc736cfadfa589bdab']","[[{'highest_ratio': 0.8613611811307166, 'best_match_position': (24, 51)}], [{'highest_ratio': 0.8287053732419762, 'best_match_position': (33, 60)}], [{'highest_ratio': 0.729466718567536, 'best_match_position': (29, 56)}]]",423,244,136,48,6,8,18.7,56,0,0,0,0.0,0,0,105,689,9.4,68,21,1.42,0.44,29,17,15,1,0,1,19.0,4,0,0,0,0.0,4,18,3.5,5,4,5.0,4.0,,,,0,0
103,can_plugins2_plus,2024-01-03 09:42:36,C++,,0,0,0,1,2,C++,277,generated by copilot,can_plugins2_plus\6f5a71eb355a86da5d8191c0a1f77543596bd313\src\slcan_bridge.cpp,,statement,,1,"[279,299]",21,,,,,,,2,0,[],[],[],0,[],[],[],0,[],[],[],1098,754,412,42,4,7,15.5,138,102,4,2,9.3,0,0,87,1108,4.9,116,81,2.76,1.93,22,21,0,0,0,1,0.0,0,0,0,0,0.0,15,19,3.0,6,0,6.0,0.0,,,,0,0
