path_of_first_file_commit,keyword_index,matched_keyword,code_granularity,start_end_line,test_code,regular_expression
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\ef70f678.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\9a91a8b7.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\incorrect\ff0aff36.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\4775dfd5.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\2a532fe5.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\92ef3242.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\4ca784c0.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\825f3274.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\b91bfc24.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\correct\871a9b7b.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\correct\058a555e.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\77fc754e.js,6,generated by gpt-4,file,"[1,6]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\1a7bae92.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\817e9578.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\d13f7cd7.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\28933481.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\f85265c6.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\f784bc01.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\864f8a0a.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\d76b7605.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\f4ec0956.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\52d9b945.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\correct\0bdc219d.js,13,generated by gpt-4,file,"[1,13]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\7efbbb47.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\1be92bd1.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\0aa1bf5e.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\incorrect\d0659dab.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\incorrect\6551f1cd.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\4ffc0919.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\27681e7b.js,12,generated by gpt-4,file,"[1,12]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\incorrect\9d5b492d.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\incorrect\3eb577dd.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\88b23f19.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\eb495287.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\c937d1a8.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\b1c357fc.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\f28503e3.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\correct\cd2b466d.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\correct\f456d3e6.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\7b8a5aaf.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\139de068.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\09c63d16.js,6,generated by gpt-4,file,"[1,6]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\dd3b7604.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\abe20b73.js,15,generated by gpt-4,file,"[1,15]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\correct\1a014485.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\386a7fea.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\f51b488f.js,6,generated by gpt-4,file,"[1,6]",,
AI\5d3a2ec42a9fb262bc68d518d3044e9c39d607f2\apps\square-root-app.js,2,generated by gpt-4,method,"[3,14]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\correct\56744460.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\correct\09d2495d.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\incorrect\eead58f7.js,6,generated by gpt-4,file,"[1,6]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\8a6f55e8.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\c7fbd591.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\b829c446.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\31890a25.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\b7a98e6e.js,6,generated by gpt-4,file,"[1,6]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\incorrect\e8222d19.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\ca04b0be.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\4009bdd0.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\708afc1b.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\c478e140.js,15,generated by gpt-4,file,"[1,15]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\c03b2629.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\e9ebfb2f.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\4f0758ea.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\5fb9dad4.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\786f9992.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\137e428c.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\45722a2a.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\incorrect\48629a5d.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\cf0efede.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\0abd0ac3.js,12,generated by gpt-4,file,"[1,12]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\370731da.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\f033fe19.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\d8341ae7.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\213dfe64.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\61cff69f.js,12,generated by gpt-4,file,"[1,12]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\1529d740.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\179ae708.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\b9f69080.js,6,generated by gpt-4,file,"[1,6]",,
Python-Syslog-Server\eda56760300b5b3f6e17618dd4c0de30f60fed40\frontend\app\api\validators.js,43,generated using chatgpt,method,"[45,57]",,
PurpleSlurple\4d59cc199258c90dbc0612fb18a6a33d711d2a58\hyperscope\bookmarklet.js,1,generated using chatgpt,file,"[1,6]",,
generative-experiments\d709bc74a7b6eb22d3e9ae74099a9c3500f6db45\assets\js\favicon.js,2,generated using chatgpt,file,"[1,60]",,
CyberStrike\431a0998f7b086258dd841cdbbd631fc75c2317c\images\images-list.js,2,generated using chatgpt,no code,,,
Craigslist\189004ed0d67f1d63e079318a2b866577b5386e3\scripts\name.js,1,generated using chatgpt,statement,"[2,306]",,input
HCPlus-Plugins\60a729125557e2793ab7c4d8a2f89928d9128d18\plugins\i18n_extension\index.js,2,generated using chatgpt,statement,"[6,1394]",,input
evento\6560f946536364756faf94df55082c5f081bb669\public\assets\js\theme.js,74,generated using chatgpt,no code,,,
Sec_Plus_Quiz_App\6086dfdeb38c99897aaf43904487b04a7ffec2da\src\questions.js,1,generated using chatgpt,statement,"[3,242]",,input
wp-chat-site\2b3c6db7d4f8cd364d29ef0a1a693f51cd24e4d3\src\components\Chat.jsx,12,generated using chatgpt,statement,"[13,30]",,input
KV6002-Research-Recruitment-Solution\f5166e15e111f085ac8c856d1eb902623e06328e\front\src\components\DraftJSForms\CreateStudyForm.jsx,2,generated using chatgpt,no code,,,
Craigslist\189004ed0d67f1d63e079318a2b866577b5386e3\scripts\browser\home.js,1494,generated using chatgpt,statement,[1495],,input
consulting-site\fd9b697439b90b851f380de64dbdffc6b8a77d82\site-arch-diag-mermaid.js,1,generated using chatgpt,file,"[1,34]",,
SpringBootWithAPIPersonalWebsiteV2\3562daeddc4660cb2c8f426019f43126b64f0890\server\src\main\resources\static\standalonePortfolioSites\MemmelModule6Assignment\js\main.js,141,generated using chatgpt,statement,"[140,157]",,input
PurpleSlurple\4d59cc199258c90dbc0612fb18a6a33d711d2a58\hyperscope\add-purple-numbers.js,1,generated using chatgpt,file,"[1,21]",,
KV6002-Research-Recruitment-Solution\f5166e15e111f085ac8c856d1eb902623e06328e\front\src\components\ViewStudiesParticipant\ShowStudiesParticipant.jsx,2,generated using chatgpt,no code,,,
Craigslist\189004ed0d67f1d63e079318a2b866577b5386e3\scripts\browser\post.js,1494,generated using chatgpt,statement,[1495],,input
purple-hyperscope\7b11bda360a38de3d4710d5f7bdd42ce72145612\ps-hyperscope-bookmarklet.js,1,generated using chatgpt,file,"[1,7]",,
KV6002-Research-Recruitment-Solution\f5166e15e111f085ac8c856d1eb902623e06328e\front\src\components\DraftJSForms\CreateEditForm.jsx,2,generated using chatgpt,no code,,,
Craigslist\189004ed0d67f1d63e079318a2b866577b5386e3\scripts\browser\search.js,1494,generated using chatgpt,statement,[1495],,
2024-S-GROUP7-LifeQuest\6a80640f81667e8ce2f01dc43646f336ae3927bb\app\src\tests\RegistrationPage.test.js,1,generated using chatgpt,file,"[1,112]",,
SW-testing-private\b17391b343dd98f35dab7120ad1287ad9c67eaad\test\isEmpty.test.js,6,generated using chatgpt,file,"[1,78]",test code,
2024-S-GROUP4-SMTK\d1390b06d73d52e0fda2ee525745990aedc22b6a\small-talk\app\components\foodPage\MealCustomization.test.js,4,generated using chatgpt,file,"[1,34]",test code,
YouTalent\6560f946536364756faf94df55082c5f081bb669\public\assets\js\theme.js,74,generated using chatgpt,no code,,,
resume-website\722b42d0bbcd02abf887ae8ed523d67a7e7a980f\resume-website\src\projects\ProjectResumeWebsite.js,61,generated using gpt-4,no code,,,
math-service\23399f359f49b56a844f5af47e344034f033f118\swagger-config.js,8,generated with copilot,no code,,,
korhox\36593430c305160537beb489e642888acbe4cd93\app\page\letter\[receiver]\data\example.js,23,generated with copilot,no code,,,
GIOCO\4f2f01eabda0bc25b3ec3788bc4f8c3dd6423171\gioco\.netlify\server\entries\pages\_page.svelte.js,141,generated with copilot,no code,,,
copilot-context-demo\2a550b41dedc9c0e78be43e30ca196b86e886b85\swagger-config.js,8,generated with copilot,no code,,,
site\4a8b8b4db28f2e6b02abd64df7b26e38d41fe97a\src\components\Footer.jsx,191,generated with gpt-4,statement,"[[192,194],[198,203],[206,211]]",,
